Date,Day,High T,Low T,Precip,Snow,Snow Depth
1/11/12,11,46,16,0.16,4.7,5
1/12/12,12,44,2,0.01,0.01,3
1/13/12,13,46,23,0,0,0.01
1/14/12,14,59,31,0,0,0.01
1/15/12,15,55,43,0,0,0.01
1/16/12,16,53,21,0.01,0.1,0.01
1/17/12,17,32,6,0.04,0.9,1
1/18/12,18,49,20,0.01,0.01,0.01
1/19/12,19,64,39,0,0,0.01
1/20/12,20,58,42,0,0,0
1/21/12,21,64,25,0,0,0
1/22/12,22,52,35,0,0,0
1/23/12,23,49,21,0,0,0
1/24/12,24,37,28,0.01,0.1,0
1/25/12,25,62,18,0,0,0
1/26/12,26,58,38,0,0,0
1/27/12,27,48,26,0.04,0.6,1
1/28/12,28,46,13,0,0,0.01
1/29/12,29,55,32,0,0,0
1/30/12,30,60,33,0,0,0
1/31/12,31,51,32,0,0,0
2/1/12,1,52,26,0,0,0
2/2/12,2,48,28,0,0,0
2/3/12,3,38,26,1.13,16.4,15
2/4/12,4,35,22,0.28,6.3,15
2/5/12,5,40,11,0,0,14
2/6/12,6,42,13,0,0,12
2/7/12,7,35,21,0.1,3.4,13
2/8/12,8,37,9,0,0,11
2/9/12,9,46,20,0,0,9
2/10/12,10,39,16,0,0,7
2/11/12,11,27,7,0.1,3.7,9
2/12/12,12,32,5,0,0,8
2/13/12,13,41,20,0,0,6
2/14/12,14,47,20,0,0,5
2/15/12,15,37,23,0.01,0.01,5
2/16/12,16,47,20,0,0,5
2/17/12,17,44,24,0,0,4
2/18/12,18,41,14,0.01,0.2,4
2/19/12,19,43,21,0,0,4
2/20/12,20,42,27,0.01,0.01,4
2/21/12,21,48,27,0,0,3
2/22/12,22,55,39,0,0,0.01
2/23/12,23,54,28,0.32,2.1,2
2/24/12,24,44,17,0,0,1
2/25/12,25,62,18,0,0,0.01
2/26/12,26,52,27,0,0,0.01
2/27/12,27,46,16,0,0,0.01
2/28/12,28,45,23,0.01,0.01,0.01
2/29/12,29,53,30,0,0,0
3/1/12,1,46,31,0.01,0.01,0
3/2/12,2,35,17,0.01,0.01,0
3/3/12,3,46,20,0,0,0
3/4/12,4,60,36,0,0,0
3/5/12,5,64,36,0,0,0
3/6/12,6,72,41,0,0,0
3/7/12,7,58,26,0.01,0.01,0
3/8/12,8,48,21,0,0,0
3/9/12,9,63,23,0,0,0
3/10/12,10,68,29,0,0,0
3/11/12,11,66,34,0.01,0,0
3/12/12,12,68,43,0,0,0
3/13/12,13,73,43,0,0,0
3/14/12,14,73,45,0,0,0
3/15/12,15,71,47,0,0,0
3/16/12,16,71,47,0,0,0
3/17/12,17,74,43,0,0,0
3/18/12,18,70,39,0.01,0,0
3/19/12,19,55,31,0,0,0
3/20/12,20,52,26,0,0,0
3/21/12,21,65,26,0,0,0
3/22/12,22,68,34,0,0,0
3/23/12,23,76,36,0,0,0
3/24/12,24,74,42,0,0,0
3/25/12,25,70,39,0,0,0
3/26/12,26,78,41,0,0,0
3/27/12,27,71,43,0,0,0
3/28/12,28,74,37,0,0,0
3/29/12,29,71,50,0,0,0
3/30/12,30,77,44,0,0,0
3/31/12,31,81,47,0,0,0
4/1/12,1,81,52,0,0,0
4/2/12,2,76,40,0.01,0,0
4/3/12,3,40,31,0.52,1.5,1
4/4/12,4,61,30,0,0,0
4/5/12,5,70,34,0,0,0
4/6/12,6,75,38,0,0,0
4/7/12,7,63,35,0,0,0
4/8/12,8,59,33,0,0,0
4/9/12,9,66,34,0,0,0
4/10/12,10,74,35,0,0,0
4/11/12,11,70,44,0.01,0,0
4/12/12,12,66,43,0.21,0,0
4/13/12,13,65,39,0,0,0
4/14/12,14,62,35,0.01,0,0
4/15/12,15,54,33,0.52,0.1,0
4/16/12,16,61,37,0.02,0,0
4/17/12,17,69,37,0,0,0
4/18/12,18,70,37,0,0,0
4/19/12,19,67,42,0,0,0
4/20/12,20,70,36,0,0,0
4/21/12,21,75,48,0,0,0
4/22/12,22,75,40,0,0,0
4/23/12,23,82,41,0,0,0
4/24/12,24,87,49,0,0,0
4/25/12,25,83,51,0,0,0
4/26/12,26,80,52,0.01,0,0
4/27/12,27,69,50,0.04,0,0
4/28/12,28,66,38,0,0,0
4/29/12,29,64,33,0,0,0
4/30/12,30,77,36,0,0,0
5/1/12,1,78,53,0,0,0
5/2/12,2,75,46,0,0,0
5/3/12,3,82,45,0.01,0,0
5/4/12,4,88,55,0,0,0
5/5/12,5,84,47,0,0,0
5/6/12,6,75,41,0.01,0,0
5/7/12,7,49,36,0.88,0.01,0
5/8/12,8,64,33,0.01,0,0
5/9/12,9,76,39,0,0,0
5/10/12,10,82,46,0,0,0
5/11/12,11,76,38,0.1,0.01,0
5/12/12,12,47,37,0.12,0,0
5/13/12,13,61,39,0.08,0,0
5/14/12,14,75,38,0,0,0
5/15/12,15,78,43,0,0,0
5/16/12,16,83,44,0.01,0,0
5/17/12,17,80,46,0.02,0,0
5/18/12,18,80,47,0,0,0
5/19/12,19,72,46,0.14,0,0
5/20/12,20,73,38,0.01,0,0
5/21/12,21,84,43,0,0,0
5/22/12,22,89,53,0,0,0
5/23/12,23,88,51,0.18,0,0
5/24/12,24,70,42,0.25,0,0
5/25/12,25,70,45,0,0,0
5/26/12,26,86,48,0,0,0
5/27/12,27,86,53,0,0,0
5/28/12,28,76,42,0,0,0
5/29/12,29,78,41,0,0,0
5/30/12,30,86,46,0,0,0
5/31/12,31,73,43,0,0,0
6/1/12,1,81,47,0,0,0
6/2/12,2,78,49,0.01,0,0
6/3/12,3,89,57,0.01,0,0
6/4/12,4,91,51,0,0,0
6/5/12,5,86,53,0,0,0
6/6/12,6,83,53,0.01,0,0
6/7/12,7,81,56,0.13,0,0
6/8/12,8,91,53,0,0,0
6/9/12,9,95,60,0,0,0
6/10/12,10,94,54,0,0,0
6/11/12,11,78,50,0,0,0
6/12/12,12,89,46,0,0,0
6/13/12,13,91,50,0,0,0
6/14/12,14,88,56,0,0,0
6/15/12,15,84,57,0.06,0,0
6/16/12,16,85,56,0,0,0
6/17/12,17,97,53,0,0,0
6/18/12,18,98,65,0,0,0
6/19/12,19,95,74,0,0,0
6/20/12,20,89,55,0,0,0
6/21/12,21,88,54,0,0,0
6/22/12,22,98,54,0,0,0
6/23/12,23,102,64,0,0,0
6/24/12,24,101,64,0,0,0
6/25/12,25,101,64,0.01,0,0
6/26/12,26,98,69,0,0,0
6/27/12,27,97,69,0.08,0,0
6/28/12,28,92,59,0.09,0,0
6/29/12,29,98,61,0.02,0,0
6/30/12,30,97,60,0.01,0,0
7/1/12,1,100,60,0,0,0
7/2/12,2,97,61,0,0,0
7/3/12,3,89,62,0.17,0,0
7/4/12,4,96,61,0.01,0,0
7/5/12,5,94,66,0.25,0,0
7/6/12,6,84,60,0.11,0,0
7/7/12,7,75,56,0.95,0,0
7/8/12,8,77,60,0.38,0,0
7/9/12,9,80,57,1.98,0,0
7/10/12,10,83,55,0,0,0
7/11/12,11,84,56,0,0,0
7/12/12,12,90,59,0.03,0,0
7/13/12,13,93,60,0,0,0
7/14/12,14,92,59,0,0,0
7/15/12,15,91,63,0,0,0
7/16/12,16,91,62,0.67,0,0
7/17/12,17,87,57,0.03,0,0
7/18/12,18,91,59,0.01,0,0
7/19/12,19,96,60,0,0,0
7/20/12,20,96,61,0.01,0,0
7/21/12,21,96,63,0,0,0
7/22/12,22,91,62,0.01,0,0
7/23/12,23,94,62,0.01,0,0
7/24/12,24,93,59,0.03,0,0
7/25/12,25,91,62,0.1,0,0
7/26/12,26,87,57,0,0,0
7/27/12,27,87,59,0.05,0,0
7/28/12,28,90,61,0.01,0,0
7/29/12,29,91,61,0.01,0,0
7/30/12,30,84,59,0.24,0,0
7/31/12,31,91,57,0,0,0
8/1/12,1,92,64,0.12,0,0
8/2/12,2,87,62,0.02,0,0
8/3/12,3,94,64,0,0,0
8/4/12,4,83,56,0,0,0
8/5/12,5,93,53,0.01,0,0
8/6/12,6,96,65,0,0,0
8/7/12,7,92,62,0,0,0
8/8/12,8,95,56,0,0,0
8/9/12,9,90,56,0,0,0
8/10/12,10,93,58,0,0,0
8/11/12,11,90,67,0.01,0,0
8/12/12,12,85,53,0.19,0,0
8/13/12,13,83,57,0,0,0
8/14/12,14,90,53,0,0,0
8/15/12,15,94,65,0,0,0
8/16/12,16,80,52,0.01,0,0
8/17/12,17,84,46,0,0,0
8/18/12,18,81,54,0.01,0,0
8/19/12,19,82,47,0,0,0
8/20/12,20,84,52,0,0,0
8/21/12,21,89,53,0,0,0
8/22/12,22,91,59,0.01,0,0
8/23/12,23,85,59,0.03,0,0
8/24/12,24,88,57,0.01,0,0
8/25/12,25,80,57,0,0,0
8/26/12,26,94,51,0,0,0
8/27/12,27,91,60,0,0,0
8/28/12,28,93,61,0.01,0,0
8/29/12,29,95,60,0.01,0,0
8/30/12,30,92,64,0,0,0
8/31/12,31,93,56,0,0,0
9/1/12,1,87,57,0.08,0,0
9/2/12,2,90,64,0.01,0,0
9/3/12,3,89,60,0,0,0
9/4/12,4,91,57,0,0,0
9/5/12,5,88,50,0,0,0
9/6/12,6,92,56,0,0,0
9/7/12,7,86,52,0.12,0,0
9/8/12,8,80,46,0,0,0
9/9/12,9,88,46,0,0,0
9/10/12,10,94,57,0,0,0
9/11/12,11,86,61,0.01,0,0
9/12/12,12,77,51,1.39,0,0
9/13/12,13,70,47,0.01,0,0
9/14/12,14,77,45,0,0,0
9/15/12,15,86,46,0,0,0
9/16/12,16,86,53,0,0,0
9/17/12,17,74,49,0.01,0,0
9/18/12,18,77,44,0,0,0
9/19/12,19,81,52,0,0,0
9/20/12,20,81,48,0,0,0
9/21/12,21,78,49,0,0,0
9/22/12,22,77,47,0,0,0
9/23/12,23,88,47,0,0,0
9/24/12,24,78,66,0,0,0
9/25/12,25,72,48,0.04,0,0
9/26/12,26,65,50,0.51,0,0
9/27/12,27,67,43,0.13,0,0
9/28/12,28,72,42,0.01,0,0
9/29/12,29,77,42,0,0,0
9/30/12,30,75,52,0.01,0,0
10/1/12,1,69,52,0.01,0,0
10/2/12,2,85,43,0,0,0
10/3/12,3,85,53,0,0,0
10/4/12,4,59,37,0,0,0
10/5/12,5,42,30,0.02,0.2,0
10/6/12,6,36,31,0.2,0.01,0
10/7/12,7,56,25,0.03,0,0
10/8/12,8,75,30,0,0,0
10/9/12,9,67,34,0,0,0
10/10/12,10,59,32,0,0,0
10/11/12,11,64,41,0,0,0
10/12/12,12,63,31,0.01,0,0
10/13/12,13,57,44,0.12,0,0
10/14/12,14,70,40,0,0,0
10/15/12,15,78,53,0,0,0
10/16/12,16,75,46,0,0,0
10/17/12,17,71,39,0.01,0,0
10/18/12,18,66,27,0,0,0
10/19/12,19,72,34,0,0,0
10/20/12,20,79,51,0,0,0
10/21/12,21,72,51,0,0,0
10/22/12,22,64,34,0,0,0
10/23/12,23,78,42,0,0,0
10/24/12,24,64,40,0.15,0,0
10/25/12,25,41,27,0.66,4.9,3
10/26/12,26,36,26,0.25,2.8,3
10/27/12,27,50,22,0,0,2
10/28/12,28,58,25,0,0,0.01
10/29/12,29,68,40,0,0,0
10/30/12,30,71,39,0,0,0
10/31/12,31,71,40,0,0,0
11/1/12,1,68,38,0,0,0
11/2/12,2,64,45,0,0,0
11/3/12,3,55,32,0,0,0
11/4/12,4,64,35,0,0,0
11/5/12,5,66,33,0,0,0
11/6/12,6,65,48,0,0,0
11/7/12,7,73,37,0,0,0
11/8/12,8,66,43,0,0,0
11/9/12,9,60,32,0,0,0
11/10/12,10,54,31,0.26,0.6,1
11/11/12,11,36,15,0.02,0.2,0.01
11/12/12,12,45,21,0,0,0.01
11/13/12,13,55,28,0,0,0.01
11/14/12,14,55,25,0,0,0
11/15/12,15,44,30,0.01,0.01,0
11/16/12,16,59,24,0,0,0
11/17/12,17,65,32,0,0,0
11/18/12,18,62,35,0,0,0
11/19/12,19,61,38,0,0,0
11/20/12,20,68,32,0,0,0
11/21/12,21,73,37,0,0,0
11/22/12,22,61,43,0,0,0
11/23/12,23,51,20,0,0,0
11/24/12,24,63,29,0,0,0
11/25/12,25,64,33,0,0,0
11/26/12,26,56,27,0.01,0.01,0.01
11/27/12,27,62,20,0,0,0
11/28/12,28,57,32,0,0,0
11/29/12,29,66,33,0,0,0
11/30/12,30,60,36,0,0,0
12/1/12,1,65,38,0,0,0
12/2/12,2,67,35,0,0,0
12/3/12,3,62,45,0,0,0
12/4/12,4,51,25,0,0,0
12/5/12,5,71,37,0,0,0
12/6/12,6,60,38,0.01,0,0
12/7/12,7,53,27,0,0,0
12/8/12,8,49,23,0.01,0.01,0
12/9/12,9,38,14,0,0,0
12/10/12,10,41,7,0,0,0
12/11/12,11,43,11,0.05,1.1,0.01
12/12/12,12,58,30,0,0,0.01
12/13/12,13,52,27,0,0,0
12/14/12,14,45,27,0,0,0
12/15/12,15,46,28,0,0,0
12/16/12,16,41,24,0,0,0
12/17/12,17,46,24,0,0,0
12/18/12,18,41,29,0.01,0.01,0
12/19/12,19,38,11,0.16,3.7,3
12/20/12,20,49,8,0,0,2
12/21/12,21,55,23,0,0,0
12/22/12,22,51,30,0,0,0
12/23/12,23,51,25,0,0,0
12/24/12,24,45,19,0.01,0.01,0.01
12/25/12,25,31,5,0.29,6.7,6
12/26/12,26,26,0,0,0,4
12/27/12,27,25,6,0.01,0.01,4
12/28/12,28,34,7,0.01,0.1,3
12/29/12,29,32,7,0,0,3
12/30/12,30,40,14,0,0,3
12/31/12,31,28,10,0.01,0.1,3
1/1/13,1,30,8,0,0,3
1/2/13,2,36,13,0,0,3
1/3/13,3,39,9,0,0,3
1/4/13,4,49,19,0,0,3
1/5/13,5,42,20,0,0,2
1/6/13,6,48,16,0,0,2
1/7/13,7,54,27,0,0,1
1/8/13,8,50,25,0,0,0.01
1/9/13,9,57,25,0,0,0.01
1/10/13,10,41,23,0,0,0.01
1/11/13,11,41,19,0.01,0.01,0
1/12/13,12,19,2,0.01,0.2,0.01
1/13/13,13,16,0,0.02,0.3,0.01
1/14/13,14,16,-4,0.01,0.4,0.01
1/15/13,15,29,-3,0,0,0.01
1/16/13,16,56,24,0,0,0.01
1/17/13,17,52,21,0,0,0.01
1/18/13,18,59,27,0,0,0.01
1/19/13,19,61,34,0,0,0.01
1/20/13,20,52,25,0,0,0.01
1/21/13,21,56,16,0,0,0.01
1/22/13,22,65,36,0,0,0
1/23/13,23,64,34,0,0,0
1/24/13,24,64,29,0,0,0
1/25/13,25,54,28,0,0,0
1/26/13,26,53,30,0,0,0
1/27/13,27,56,32,0.01,0,0
1/28/13,28,50,27,0.07,0.6,1
1/29/13,29,34,17,0.15,2.2,2
1/30/13,30,42,9,0,0,2
1/31/13,31,48,24,0,0,0.01
2/1/13,1,50,21,0,0,0.01
2/2/13,2,58,21,0,0,0.01
2/3/13,3,49,26,0,0,0
2/4/13,4,56,28,0,0,0
2/5/13,5,61,30,0,0,0
2/6/13,6,55,33,0.01,0,0
2/7/13,7,48,21,0.01,0,0
2/8/13,8,52,20,0,0,0
2/9/13,9,41,23,0.01,0.1,0.01
2/10/13,10,35,20,0.01,0.3,0.01
2/11/13,11,33,17,0.01,0.2,0.01
2/12/13,12,42,12,0,0,0
2/13/13,13,49,21,0,0,0
2/14/13,14,42,23,0.15,3.6,4
2/15/13,15,41,11,0.03,0.7,1
2/16/13,16,57,20,0,0,0
2/17/13,17,61,35,0,0,0
2/18/13,18,48,19,0,0,0
2/19/13,19,41,16,0,0,0
2/20/13,20,37,17,0.01,0.2,0.01
2/21/13,21,30,14,0.39,4.3,4
2/22/13,22,32,13,0.01,0.01,4
2/23/13,23,45,15,0,0,3
2/24/13,24,31,24,0.41,8,10
2/25/13,25,37,8,0.02,0.3,7
2/26/13,26,36,14,0.08,0.8,7
2/27/13,27,39,12,0,0,7
2/28/13,28,43,15,0,0,6
3/1/13,1,45,21,0,0,5
3/2/13,2,61,30,0,0,0
3/3/13,3,60,40,0,0,0.01
3/4/13,4,54,26,0.09,2.4,2
3/5/13,5,39,10,0,0,0.01
3/6/13,6,57,20,0,0,0.01
3/7/13,7,64,29,0,0,0
3/8/13,8,55,28,0,0,0.01
3/9/13,9,41,30,0.43,5.1,5
3/10/13,10,44,15,0,0,2
3/11/13,11,54,27,0.01,0.01,0.01
3/12/13,12,35,24,0.34,4.4,4
3/13/13,13,65,25,0,0,0.01
3/14/13,14,72,42,0,0,0
3/15/13,15,76,46,0,0,0
3/16/13,16,69,40,0,0,0
3/17/13,17,58,32,0.01,0,0
3/18/13,18,48,31,0,0,0
3/19/13,19,55,37,0,0,0
3/20/13,20,53,19,0,0,0
3/21/13,21,60,35,0.01,0,0
3/22/13,22,45,25,0.03,0.2,0.01
3/23/13,23,29,18,0.82,10.6,9
3/24/13,24,30,3,0.01,0.01,6
3/25/13,25,33,9,0.01,0.1,4
3/26/13,26,50,14,0,0,2
3/27/13,27,53,26,0,0,0
3/28/13,28,65,31,0,0,0
3/29/13,29,67,37,0,0,0
3/30/13,30,66,36,0,0,0
3/31/13,31,70,31,0,0,0
4/1/13,1,64,29,0.01,0,0
4/2/13,2,48,32,0.26,0.01,0
4/3/13,3,61,33,0.3,0.01,0
4/4/13,4,68,37,0,0,0
4/5/13,5,72,51,0,0,0
4/6/13,6,66,38,0,0,0
4/7/13,7,65,37,0,0,0
4/8/13,8,62,37,0.01,0,0
4/9/13,9,48,15,0.67,13.1,11
4/10/13,10,34,2,0.07,2.4,2
4/11/13,11,55,17,0.01,0,0.01
4/12/13,12,59,33,0.01,0.01,0
4/13/13,13,66,29,0,0,0
4/14/13,14,64,33,0.25,0,0
4/15/13,15,43,25,0.71,10.4,10
4/16/13,16,34,22,0.24,3.5,7
4/17/13,17,33,22,0.47,5.5,10
4/18/13,18,33,10,0.03,1.1,6
4/19/13,19,54,22,0,0,1
4/20/13,20,56,32,0,0,0.01
4/21/13,21,63,33,0,0,0
4/22/13,22,59,25,0.43,4.1,4
4/23/13,23,34,20,0.71,7.5,6
4/24/13,24,55,18,0,0,1
4/25/13,25,65,28,0,0,0
4/26/13,26,66,39,0,0,0
4/27/13,27,74,40,0,0,0
4/28/13,28,77,47,0,0,0
4/29/13,29,77,46,0,0,0
4/30/13,30,75,42,0,0,0
5/1/13,1,53,27,1.32,10.7,9
5/2/13,2,46,17,0.12,1.6,3
5/3/13,3,59,27,0,0,0.01
5/4/13,4,59,33,0,0,0
5/5/13,5,56,32,0,0,0
5/6/13,6,65,36,0.01,0,0
5/7/13,7,69,42,0.01,0,0
5/8/13,8,62,42,0.43,0,0
5/9/13,9,60,41,0.47,0,0
5/10/13,10,66,37,0.01,0,0
5/11/13,11,67,42,0.02,0,0
5/12/13,12,77,47,0,0,0
5/13/13,13,84,55,0,0,0
5/14/13,14,85,57,0.01,0,0
5/15/13,15,80,53,0,0,0
5/16/13,16,80,51,0.01,0,0
5/17/13,17,86,48,0,0,0
5/18/13,18,80,61,0,0,0
5/19/13,19,72,47,0,0,0
5/20/13,20,65,46,0,0,0
5/21/13,21,68,38,0,0,0
5/22/13,22,75,40,0,0,0
5/23/13,23,74,48,0.06,0,0
5/24/13,24,81,43,0,0,0
5/25/13,25,87,50,0,0,0
5/26/13,26,85,53,0,0,0
5/27/13,27,84,52,0,0,0
5/28/13,28,78,46,0,0,0
5/29/13,29,76,47,0.18,0,0
5/30/13,30,70,44,0,0,0
5/31/13,31,73,49,0,0,0
6/1/13,1,72,42,0,0,0
6/2/13,2,83,42,0,0,0
6/3/13,3,89,52,0.01,0,0
6/4/13,4,83,49,0.01,0,0
6/5/13,5,70,45,0.12,0,0
6/6/13,6,78,40,0,0,0
6/7/13,7,81,47,0.01,0,0
6/8/13,8,78,57,0.01,0,0
6/9/13,9,88,47,0,0,0
6/10/13,10,95,61,0.01,0,0
6/11/13,11,98,58,0,0,0
6/12/13,12,92,61,0,0,0
6/13/13,13,88,56,0.03,0,0
6/14/13,14,90,57,0,0,0
6/15/13,15,83,52,0.01,0,0
6/16/13,16,81,52,0,0,0
6/17/13,17,80,51,0.01,0,0
6/18/13,18,82,51,0,0,0
6/19/13,19,93,49,0.01,0,0
6/20/13,20,89,55,0,0,0
6/21/13,21,92,57,0,0,0
6/22/13,22,85,52,0.04,0,0
6/23/13,23,86,51,0,0,0
6/24/13,24,88,55,0.01,0,0
6/25/13,25,91,68,0,0,0
6/26/13,26,96,58,0,0,0
6/27/13,27,97,64,0,0,0
6/28/13,28,92,57,0,0,0
6/29/13,29,85,57,0.37,0,0
6/30/13,30,80,61,0.04,0,0
7/1/13,1,81,52,0,0,0
7/2/13,2,82,51,0.01,0,0
7/3/13,3,88,51,0,0,0
7/4/13,4,90,60,0.06,0,0
7/5/13,5,87,61,0.01,0,0
7/6/13,6,90,61,0.02,0,0
7/7/13,7,89,62,0.01,0,0
7/8/13,8,95,62,0,0,0
7/9/13,9,95,62,0,0,0
7/10/13,10,90,58,0,0,0
7/11/13,11,98,58,0,0,0
7/12/13,12,93,66,0.08,0,0
7/13/13,13,86,64,0.12,0,0
7/14/13,14,78,56,0.01,0,0
7/15/13,15,80,62,0.22,0,0
7/16/13,16,85,51,0,0,0
7/17/13,17,89,53,0,0,0
7/18/13,18,94,59,0.02,0,0
7/19/13,19,86,61,0.01,0,0
7/20/13,20,90,54,0,0,0
7/21/13,21,86,53,0,0,0
7/22/13,22,94,60,0,0,0
7/23/13,23,93,59,0,0,0
7/24/13,24,88,61,0.01,0,0
7/25/13,25,80,56,0.23,0,0
7/26/13,26,82,55,0.01,0,0
7/27/13,27,81,52,0.04,0,0
7/28/13,28,73,58,0.17,0,0
7/29/13,29,71,55,0.03,0,0
7/30/13,30,87,56,0,0,0
7/31/13,31,91,55,0.02,0,0
8/1/13,1,89,56,0.1,0,0
8/2/13,2,96,58,0,0,0
8/3/13,3,90,59,0.11,0,0
8/4/13,4,89,54,0,0,0
8/5/13,5,87,59,0.02,0,0
8/6/13,6,86,56,0.02,0,0
8/7/13,7,78,58,0,0,0
8/8/13,8,75,52,0,0,0
8/9/13,9,81,53,0.01,0,0
8/10/13,10,87,50,0.21,0,0
8/11/13,11,83,55,0.01,0,0
8/12/13,12,81,52,0,0,0
8/13/13,13,78,51,0.27,0,0
8/14/13,14,83,51,0.01,0,0
8/15/13,15,85,51,0.02,0,0
8/16/13,16,90,53,0,0,0
8/17/13,17,92,55,0,0,0
8/18/13,18,91,56,0.01,0,0
8/19/13,19,96,56,0,0,0
8/20/13,20,97,61,0,0,0
8/21/13,21,92,64,0.18,0,0
8/22/13,22,81,58,0.03,0,0
8/23/13,23,86,58,0.02,0,0
8/24/13,24,84,56,0.18,0,0
8/25/13,25,88,59,0.08,0,0
8/26/13,26,91,61,0.01,0,0
8/27/13,27,91,59,0.15,0,0
8/28/13,28,93,61,0,0,0
8/29/13,29,94,63,0,0,0
8/30/13,30,91,64,0.01,0,0
8/31/13,31,92,59,0.01,0,0
